sp001-000001_RV_01_1-17	मातापितृभ्याम् जगतो नमो वामार्धजानये
sp001-000002_RV_01_1-17	सद्यो दक्षिणदृक्पातसङ्कुचद्वामदृष्टये
sp001-000003_RV_01_1-17	अन्तरायतिमिरोपशान्तये शान्तपावनमचिन्त्यवैभवम्
sp001-000004_RV_01_1-17	तम् नरम् वपुषि कुञ्जरम् मुखे मन्महे किमपि तुन्दिलम् महः
sp001-000005_RV_01_1-17	शरणम् करवाणि शर्मदम् ते चरणम् वाणि चराचरोपजीव्यम्
sp001-000006_RV_01_1-17	करुणामसृणैः कटाक्षपातैः कुरु मामम्ब कृतार्थसार्थवाहम्
sp001-000007_RV_01_1-17	वागिति
sp001-000008_RV_01_1-17	वागर्थाविव इत्येकम् पदम्
sp001-000009_RV_01_1-17	इवेन सह नित्यसमासो विभक्त्यलोपश्च
sp001-000010_RV_01_1-17	पूर्वपदप्रकृतिस्वरत्वम् चेति वक्तव्यम्
sp001-000011_RV_01_1-17	एवम् अन्यत्रापि द्रष्टव्यम्
sp001-000012_RV_01_1-17	वागर्थाविव शब्दार्थाविव सम्पृक्तौ
sp001-000013_RV_01_1-17	नित्यसम्बद्धावित्यर्थः
sp001-000014_RV_01_1-17	नित्यसम्बद्धयोः उपमानत्वेन उपादानात्
sp001-000015_RV_01_1-17	नित्यः शब्दार्थसम्बन्धः इति मीमांसकाः
sp001-000016_RV_01_1-17	जगतो लोकस्य पितरौ
sp001-000017_RV_01_1-17	माता च पिता च पितरौ पिता मात्रा इति द्वन्द्वैकशेषः
sp001-000018_RV_01_1-17	मातापितरौ पितरौ मातरपितरौ प्रसू जनयितारौ इत्यमरः
sp001-000019_RV_01_1-17	एतेन शर्वशिवयोः सर्वजगञ्जनकतया वैशिष्ट्यम् इष्टार्थप्रदानशक्तिः परमकारुणिकत्वम् च सूच्यते
sp001-000020_RV_01_1-17	पर्वतस्य अपत्यम् स्त्री पार्वती
sp001-000021_RV_01_1-17	तस्यापत्यम् इत्यण् टिड्ढाणञ्द्वयसच्दघ्नञ् इत्यादिना ङीप्
sp001-000022_RV_01_1-17	पार्वती च परमेश्वरश्च पार्वतीपरमेश्वरौ
sp001-000023_RV_01_1-17	परमशब्दः सर्वोत्तमत्व द्योतनार्थः
sp001-000024_RV_01_1-17	मातुः अभ्यर्हितत्वात् अल्पाक्षरत्वाच्च पार्वतीशब्दस्य पूर्वनिपातः
sp001-000025_RV_01_1-17	वागर्थप्रतिपत्तये शब्दार्थयोः सम्यग्ज्ञानार्थम् वन्दे अभिवादये
sp001-000026_RV_01_1-17	अत्र उपमालङ्कारः स्फुट एव
sp001-000027_RV_01_1-17	तथोक्तम् स्वतःसिद्धेन भिन्नेन सम्पन्नेन च धर्मतः
sp001-000028_RV_01_1-17	साम्यमन्येन वर्ण्यस्य वाच्यम् चेद् एकगोपमा
sp001-000029_RV_01_1-17	इति प्रायिकश्चोपमालङ्कारः कालिदासोक्तकाव्यादौ
sp001-000030_RV_01_1-17	भूदेवताकस्य सर्वगुरोः मगणस्य प्रयोगात् शुभलाभः सूच्यते
sp001-000031_RV_01_1-17	तदुक्तम् शुभदो मो भूमिमयः इति
sp001-000032_RV_01_1-17	वकारस्य अमृतबीजत्वात् प्रचयगमनादिसिद्धिः
sp001-000033_RV_01_1-17	सम्प्रति कविः स्वाहङ्कारम् परिहरति क्व सूर्य इत्यादिश्लोकद्वयेन
sp001-000034_RV_01_1-17	क्वेति प्रभवति अस्मादिति प्रभवः कारणम्
sp001-000035_RV_01_1-17	ऋदोरप्
sp001-000036_RV_01_1-17	अकर्तरि च कारके सज्ञायाम् इति साधुः
sp001-000037_RV_01_1-17	सूर्यः प्रभवः यस्य सः सूर्यप्रभवो वंशः क्व
sp001-000038_RV_01_1-17	अल्पो विषयः ज्ञेयः अर्थः यस्याः सा मे मतिः प्रज्ञा च क्व
sp001-000039_RV_01_1-17	द्वौ क्वशब्दौ महदन्तरम् सूचयतः
sp001-000040_RV_01_1-17	सूर्यवंशम् आकलयितुम् न शक्नोमि इत्यर्थः
sp001-000041_RV_01_1-17	तथा च तद्विषयप्रबन्धनिरूपणम् तु दूरापास्तम् इति भावः
sp001-000042_RV_01_1-17	तथाहि
sp001-000043_RV_01_1-17	दुस्तरम् तरितुम् अशक्यम्
sp001-000044_RV_01_1-17	ईषद्दुःसुषु इत्यादिना खल्प्रत्ययः
sp001-000045_RV_01_1-17	सागरम् मोहात् अज्ञानात् उडुपेन प्लवेन
sp001-000046_RV_01_1-17	उडुपम् तु प्लवः कोलः इत्यमरः
sp001-000047_RV_01_1-17	अथवा चर्मा वनद्धेन यानपात्रेण
sp001-000048_RV_01_1-17	चर्मावनद्धमुडुपम् प्लवः काष्ठम् करण्डवत् इति सञ्जनः
sp001-000049_RV_01_1-17	तितीर्षुः तरीतुम् इच्छुः अस्मि भवामि
sp001-000050_RV_01_1-17	तरतेः सन्नन्तात् उप्रत्ययः
sp001-000051_RV_01_1-17	अल्पसाधनैः अधिकारम्भो न सुकर इति भावः
sp001-000052_RV_01_1-17	इदम् च वंशोत्कर्षकथनम् सप्रबन्धमहत्त्वार्थमेव
sp001-000053_RV_01_1-17	तदुक्तम् प्रतिपाद्यमहिम्ना च प्रबन्धो हि महत्तरः इति
sp001-000054_RV_01_1-17	मन्द इति
sp001-000055_RV_01_1-17	किम् च मन्दो मूढः
sp001-000056_RV_01_1-17	मुढाल्पापटुनिर्भाग्या मन्दाः स्युः इत्यमरः
sp001-000057_RV_01_1-17	तथापि कवियशःप्रार्थी
sp001-000058_RV_01_1-17	कवीनाम् यशः काव्यनिर्माणेन जातम् तत्प्रार्थनाशीलोऽहम् प्रांशुना उन्नतपुरुषेण लभ्ये प्राप्ये फले फलविषये लोभात् उद्बाहुः
sp001-000059_RV_01_1-17	फलग्रहणाय उच्छ्रितहस्तः वामनः खर्वः इव
sp001-000060_RV_01_1-17	खर्वो ह्रस्वश्च वामनः इत्यमरः
sp001-000061_RV_01_1-17	उपहास्यताम् उपहासविषयताम्
sp001-000062_RV_01_1-17	ऋहलोर्ण्यत् इति ण्यत्प्रत्ययः
sp001-000063_RV_01_1-17	गमिष्यामि प्राप्स्यामि
sp001-000064_RV_01_1-17	मन्दश्चेत्तर्हि त्यज्यताम् अयम् उद्योग इत्यत आह
sp001-000065_RV_01_1-17	अथवेति
sp001-000066_RV_01_1-17	अथवा पक्षान्तरे
sp001-000067_RV_01_1-17	पूर्वैः सूरिभिः कविभिः वाल्मीक्यादिभिः कृतवाग्द्वारे
sp001-000068_RV_01_1-17	कृतम् रामायणादिप्रबन्धरूपा या वाक् सैव द्वारम् प्रवेशः यस्य तस्मिन्
sp001-000069_RV_01_1-17	अस्मिन् सूर्यप्रभवे वंशे कुले
sp001-000070_RV_01_1-17	जन्मन एकलक्षणः सन्तानो वंशः
sp001-000071_RV_01_1-17	वज्रेण मणिवेधकसूचीविशेषेण
sp001-000072_RV_01_1-17	वज्रम् त्वस्त्री कुलिशशस्त्रयोः
sp001-000073_RV_01_1-17	मणिवेधे रत्नभेदे इति केशवः
sp001-000074_RV_01_1-17	समुत्कीर्णे विद्धे मणौ रत्ने सूत्रस्येव मे मम गतिः सञ्चारः अस्ति
sp001-000075_RV_01_1-17	वर्णनीये रघुवंशे मम वाक्प्रसरः अस्तीत्यर्थः
sp001-000076_RV_01_1-17	एवम् रघुवंशे लब्धप्रवेशः तद्वर्णनाम् प्रतिजानानः सोऽहम् इत्यादिभिः पञ्चमिः श्लोकैः कुलकेन आह
sp001-000077_RV_01_1-17	स इति
sp001-000078_RV_01_1-17	सोऽहम्
sp001-000079_RV_01_1-17	रघुणाम् अन्वयम् वक्ष्ये इत्युत्तरेण सम्बन्धः
sp001-000080_RV_01_1-17	किंविधानाम् रघुणाम् इत्यत्र उत्तराणि विशेषणानि योज्यानि
sp001-000081_RV_01_1-17	आ जन्मनः
sp001-000082_RV_01_1-17	जन्मारभ्य इत्यर्थः
sp001-000083_RV_01_1-17	आङ् मर्यादाभिविध्योः इत्यव्ययीभावः
sp001-000084_RV_01_1-17	शुद्धानाम्
sp001-000085_RV_01_1-17	सुप्सुपेति समासः
sp001-000086_RV_01_1-17	एवम् उत्तरत्रापि द्रष्टव्यम्
sp001-000087_RV_01_1-17	आजन्मशुद्धानाम्
sp001-000088_RV_01_1-17	निषेकादिसर्वसंस्कारसम्पन्नानाम् इत्यर्थः
sp001-000089_RV_01_1-17	आफलोदयम् आफलसिद्धेः कर्म येषाम् ते तथोक्ताः तेषाम्
sp001-000090_RV_01_1-17	प्रारब्धान्तगामिनाम् इत्यर्थः
sp001-000091_RV_01_1-17	आसमुद्रम् क्षितेः ईशानाम्
sp001-000092_RV_01_1-17	सार्वभौमाणामित्यर्थः
sp001-000093_RV_01_1-17	आनाकम् रथवर्त्म येषाम् तेषाम्
sp001-000094_RV_01_1-17	इन्द्रसहचारिणाम् इत्यर्थः
sp001-000095_RV_01_1-17	अत्र सर्वत्र आङ्गो अभिविध्यर्थत्वम् द्रष्टव्यम्
sp001-000096_RV_01_1-17	अन्यथा मर्यादार्थत्वे जन्मादिषु शुद्ध्यभावप्रसङ्गात्
sp001-000097_RV_01_1-17	यथेति
sp001-000098_RV_01_1-17	विधिम् अनतिक्रम्य यथाविधि
sp001-000099_RV_01_1-17	यथासादृश्ये इत्यव्ययीभावः
sp001-000100_RV_01_1-17	तथा हुतशब्देन सुप्सुपेति समासः
sp001-000101_RV_01_1-17	एवम् यथाकामार्चित इत्यादीनाम् अपि द्रष्टव्यम्
sp001-000102_RV_01_1-17	यथाविधि हुता अग्नयः यैस्तेषाम्
sp001-000103_RV_01_1-17	यथाकामम् अभिलाषमनतिक्रम्य अर्चितार्थिनाम्
sp001-000104_RV_01_1-17	यथापराधम् अपराधम् अनतिक्रम्य दण्डो येषाम् तेषाम्
sp001-000105_RV_01_1-17	यथाकालम् कालम् अनतिक्रम्य प्रबोधिनाम् प्रबोधनशीलानाम्
sp001-000106_RV_01_1-17	चतुर्भिः विशेषणैः देवता यजनार्थिसत्कारदण्डधरत्वप्रजापालनसमय जागरूकत्वादीनि विवक्षितानि
sp001-000107_RV_01_1-17	त्यागायेति
sp001-000108_RV_01_1-17	त्यागाय सत्पात्रे विनियोगः त्यागः तस्मै
sp001-000109_RV_01_1-17	त्यागो विहापितम् दानम् इत्यमरः
sp001-000110_RV_01_1-17	सम्भृतार्थानाम् सञ्चितधनानाम्
sp001-000111_RV_01_1-17	न तु दुर्व्यापाराय
sp001-000112_RV_01_1-17	सत्याय मितभाषिणाम् मितभाषणशीलानाम्
sp001-000113_RV_01_1-17	न तु पराभवाय
sp001-000114_RV_01_1-17	यशसे कीर्तये
sp001-000115_RV_01_1-17	यशः कीर्तिः समज्ञा च इत्यमरः
sp001-000116_RV_01_1-17	विजिगीषूणाम् विजेतुम् इच्छूनाम्
sp001-000117_RV_01_1-17	न त्वर्थसङ्ग्रहाय
sp001-000118_RV_01_1-17	प्रजायै सन्तानाय गृहमेधिनाम्
sp001-000119_RV_01_1-17	दारपरिग्रहाणाम्
sp001-000120_RV_01_1-17	न तु कामोपभोगाय
sp001-000121_RV_01_1-17	अत्र त्यागाय इत्यादिषु चतुर्थीतदर्थ इत्यादिना
sp001-000122_RV_01_1-17	तादर्थ्ये चतुर्थीसमासविधानाज्ज्ञापकात् चतुर्थी
sp001-000123_RV_01_1-17	गृहैः दारैः मेधन्ते सङ्गच्छन्त इति गृहमेधिनः
sp001-000124_RV_01_1-17	दारेष्वपिगृहाः पुंसी इत्यमरः
sp001-000125_RV_01_1-17	जाया च गृहिणी गृहम् इति हलायुधः
sp001-000126_RV_01_1-17	मेधृ सङ्गमे इति धातोः णिनिः
sp001-000127_RV_01_1-17	एभिः विशेषणैः परोपकारित्वम् सत्यवचनत्वम् यशःपरत्वम् पितृणाम् शुद्धत्वम् च विवक्षितानि
sp001-000128_RV_01_1-17	शैशव इति
sp001-000129_RV_01_1-17	शिशोर्भावः शैशवम् बाल्यम्
sp001-000130_RV_01_1-17	प्राणभृञ्जातिवयोवजनोद्गात्र इत्य ञ्प्रत्ययः
sp001-000131_RV_01_1-17	शिशुत्वम् शैशवम् बाल्यम् इत्यमरः
sp001-000132_RV_01_1-17	तस्मिन्वयसि अयभ्यस्तविद्यानाम्
sp001-000133_RV_01_1-17	एतेन ब्रह्मचर्याश्रमः विवक्षितः
sp001-000134_RV_01_1-17	यूनो भावः यौवनम् तारुण्यम्
sp001-000135_RV_01_1-17	युवादित्वात् अण्प्रत्ययः
sp001-000136_RV_01_1-17	तारुण्यम् यौवनम् समे इत्यमरः
sp001-000137_RV_01_1-17	तस्मिन्वयसि विषयैषिणाम् भोगाभिलाषिणाम्
sp001-000138_RV_01_1-17	एतेन गृहस्थाश्रमो विवक्षितः
sp001-000139_RV_01_1-17	वृद्धस्य भावो वार्द्धकम् वृद्धत्वम्
sp001-000140_RV_01_1-17	द्वन्द्वमनोज्ञादिभ्यश्च इति उञ्प्रत्ययः
sp001-000141_RV_01_1-17	वार्द्धकम् वृद्धसङ्घाते वृद्धत्वे वृद्धकर्मणि इति विश्वः
sp001-000142_RV_01_1-17	सङ्घातार्थे च वृद्धाच्च इति वक्तव्यात् सामूहिको उञ्
sp001-000143_RV_01_1-17	तस्मिन् वार्धके वयसि मुनीनाम् वृत्तिरिव वृत्तिः येषाम् तेषाम्
sp001-000144_RV_01_1-17	एतेन वानप्रस्थाश्रमो विवक्षितः
sp001-000145_RV_01_1-17	अन्ते शरीरत्यागकाले योगेन परमात्मध्यानेन
sp001-000146_RV_01_1-17	योगः सन्नहनोपायध्यानसङ्गतियुक्तिषु इत्यमरः
sp001-000147_RV_01_1-17	तनुम् देहम् त्यजन्तीति तनुत्यजाम् देहत्यागिनाम्
sp001-000148_RV_01_1-17	कायो देहः क्लीवपुंसोः स्त्रियाम् मूर्तिस्तनुस्तनूः इत्यमरः
sp001-000149_RV_01_1-17	अन्येभ्योऽपि दृश्यते इति क्विप्
sp001-000150_RV_01_1-17	एतेन भिक्ष्वाश्रमो विवक्षितः
sp001-000151_RV_01_1-17	रघुणाम् इति
sp001-000152_RV_01_1-17	सोऽहम् लब्धप्रवेशः
sp001-000153_RV_01_1-17	तनुवाग्विभवोऽपि स्वल्पवाणीप्रसारोऽपि सन्
sp001-000154_RV_01_1-17	तेषाम् रघूणाम् गुणैः तद्गुणैः
sp001-000155_RV_01_1-17	आजन्मशुद्ध्यादिभिः कर्तृभिः कर्णम् मम श्रोत्रम् आगत्य चापलाय
sp001-000156_RV_01_1-17	चापलम् चपलकर्म अविमृश्यकरणरूपम् कर्तुम्
sp001-000157_RV_01_1-17	युवादित्वात् कर्मणि अण्
sp001-000158_RV_01_1-17	क्रियार्थोपपदस्य च कर्मणि स्थानिनः इत्यनेन चतुर्थी
sp001-000159_RV_01_1-17	प्रचोदितः प्रेरितः सन्
sp001-000160_RV_01_1-17	रघूणाम् अन्वयम् तद्विषयप्रबन्धम् वक्ष्ये
sp001-000161_RV_01_1-17	सम्प्रति स्वप्रवन्धपरीक्षार्थ सतः प्रार्थयते
sp001-000162_RV_01_1-17	तमिति
sp001-000163_RV_01_1-17	तम् रघुवंशाख्यम् प्रबन्धम् सदसतोः गुणदोषयोः व्यक्तेः हेतवः कर्तारः सन्तः श्रोतुम् अर्हन्ति
sp001-000164_RV_01_1-17	तथाहि
sp001-000165_RV_01_1-17	हेम्नः विशुद्धिः निर्दोषस्वरूपम् श्यामिकापि लोहान्तरसंसर्गात्मको दोषः अपि वा अग्नौ संलक्ष्यते नान्यत्र
sp001-000166_RV_01_1-17	तद्वत् अत्रापि सन्त एव गुणदोषविवेकाधिकारिणः
sp001-000167_RV_01_1-17	नान्य इति भावः
sp001-000168_RV_01_1-17	वैवस्वत इति
sp001-000169_RV_01_1-17	मनसः ईषिणो मनीषिणो धीराः
sp001-000170_RV_01_1-17	विद्वांस इति यावत्
sp001-000171_RV_01_1-17	पृषोदरादित्वात्साधुः
sp001-000172_RV_01_1-17	तेषाम् माननीयः पूज्यः
sp001-000173_RV_01_1-17	छन्दसाम् वेदानाम्
sp001-000174_RV_01_1-17	छन्दः पद्ये च वेदे च इति विश्वः
sp001-000175_RV_01_1-17	प्रणवः ओङ्कारः इव
sp001-000176_RV_01_1-17	महीम् क्षियन्ति ईशत इति महीक्षितः क्षितीश्वराः
sp001-000177_RV_01_1-17	क्षिधातोः ऐश्वर्यार्थात् क्विप् तुगागमश्च
sp001-000178_RV_01_1-17	तेषाम् आद्यः आदिभूतः
sp001-000179_RV_01_1-17	विवस्वतः सूर्यस्य अपत्यम् पुमान् वैवस्वतो नाम वैवस्वत इति प्रसिद्धः मनुः आसीत्
sp001-000180_RV_01_1-17	तदिति
sp001-000181_RV_01_1-17	शुद्धिः अस्य अस्तीति शुद्धिमान्
sp001-000182_RV_01_1-17	तस्मिन् शुद्धिमति तदन्वये तस्य मनोः अन्वये वंशे
sp001-000183_RV_01_1-17	अन्ववायो अन्वयो वंशो गोत्रम् चाभिजनम् कुलम् इति हलायुधः
sp001-000184_RV_01_1-17	अतिशयेन शुद्धिमान् शुद्धिमत्तरः
sp001-000185_RV_01_1-17	द्विवचनविभज्योप पद इत्यादिना तरप्
sp001-000186_RV_01_1-17	दिलीप इति प्रसिद्धो राजा इन्दुः इव राजेन्दुः राजश्रेष्ठः
sp001-000187_RV_01_1-17	उपमितम् व्याघ्रादिभिः इत्यादिना समासः
sp001-000188_RV_01_1-17	क्षीरनिधौ इन्दुः इव प्रसूतो जातः
sp001-000189_RV_01_1-17	व्यूढ इत्यादि त्रिभिः श्लोकैः दिलीपम् विशिनष्टि
sp001-000190_RV_01_1-17	व्यूढेति
sp001-000191_RV_01_1-17	व्युढम् विपुलम् उरो यस्य स व्यूढोरस्कः
sp001-000192_RV_01_1-17	उरःप्रभृतिभ्यः कप् इति कप्प्रत्तयः
sp001-000193_RV_01_1-17	व्यूढम् विपुलम् भद्रम् स्थारम् समम् वरिष्ठम् च इति यादवः
sp001-000194_RV_01_1-17	वृषस्य स्कन्ध इव स्कन्धो यस्य स तथा
